sol,Gamma,DeltaP,Gamma_unc,DeltaP_unc
41,15.78126507286826,0.2631048304949444,1.8058525492509632,0.3520090839977552
41,6.8275568442379875,1.6458334043986083,1.8263278498657947,0.8881875751532592
41,47.82925957146986,2.6349227880506887,3.5649033526905276,0.09564316821560351
44,19.221179235802644,2.971041495900093,1.8703835264165296,0.6237089068887135
44,10.726253459407067,1.2967602707765336,0.25339462164853205,0.28370305492095194
44,9.692068133658038,4.358200431833417,0.648620451091447,0.7154631655724047
44,2.3166756132115554,5.572290771066172,0.28014481299679656,0.5369285286798117
44,1096.4307548749034,8.474881199174913,65.06180015828878,0.06437000366089317
44,117.4049245130849,3.553283898982931,5.5467740074524485,0.037589571359077985
46,41.03246266869688,0.39397796923717227,2.175395878196868,0.11170038668464205
46,121.96327422729549,4.247689042186114,5.767007955307608,0.03612677924028218
46,2.873737732639513,7.919893953906199,0.37424848606975625,3.5235796239101926
46,22.036276408233526,1.7931646226631768,4.054894886131193,0.7771240561601906
46,6.781356637877494,1.2622257690147864,0.7834241508084872,0.5188043898163212
47,3.459600872332902,4.945889221193485,0.5464406581937846,4.079436336070854
47,87.76027715898682,1.38837206852907,2.5531280023088962,0.09057466202750464
47,16.137849525838305,4.276934454494904,0.857702796671724,0.23459055320427702
47,2.000000000007035,63.174060875351444,inf,inf
47,151.78203384459894,1.214661255058598,5.922212857765787,0.0576359534384338
47,11.00240592200565,17.49675662123237,2.1404943884907017,1.143303598542985
47,6.758407458952579,15.449876706599278,1.00922798230087,0.7501664428346067
47,26.818596828014623,5.335352721175101,2.60487050613406,0.1446645464690464
47,23.921423404304463,1.7913891399620028,1.7441563746502455,0.12983990993694305
47,29.617656318091324,4.358812080315529,2.178124085279417,0.16442744133499312
48,109.7761430539416,1.9373477212890597,6.8206175026226905,0.07810332045385088
48,158.0827312218385,2.869112548211597,12.849836095982512,0.06724736148123443
48,96.35479116096731,1.765912489274974,9.417263376541973,0.06387895671922923
48,159.89210504304708,2.7388165025236044,6.880426828089292,0.04833403430230591
49,6.672908471648786,10.112518278866325,0.1835920645652247,0.4895116532678029
49,92.07085741369555,0.31320920669944047,3.583243740806857,0.05769011580235196
49,23.154629980269156,4.063835153442223,1.152457857309328,0.13298493424892238
49,83.86367950993818,0.7036048631145049,2.8301717764929344,0.04468871874263596
49,30.4884123278806,1.798392924466083,2.1380917019972823,0.11683684769970516
49,2.5549464837802134,33.58989222133749,1.380123452420908,4.798265583219831
49,16.138505253703457,31.75714004054947,4.800009462499571,5.802712196672784
49,21.82244205394018,2.1163322201870107,2.8736578115856664,0.3830087626203913
50,19.857568524922726,5.11311501246262,1.4348376686951634,1.018009382379066
50,5.845349560315816,3.696177831378781,0.20597420451999351,1.4531602194191382
50,57.91480360081484,1.7363636283250754,1.4069063172219562,0.12232339017731542
50,5.55211894328609,3.2524508224911615,0.469547453379698,0.43485531968053265
50,40.853044463285904,2.2577889920274323,3.902590492887854,0.2037988132910333
50,11.086478966808725,0.7744284583454273,0.534876967435673,0.36574022130060724
50,29.545392721180853,4.890080229226723,1.314343717818885,0.20096201999618382
50,16.890299589275113,46.57967921436882,1.7385689232551527,0.8285472629664231
50,224.29476195735546,3.079107934630191,20.453328562974136,0.12164580060792227
51,3.4248429023965006,10.772183105855865,0.7675873985882363,2.9825768925833143
51,23.48055001211497,1.5295469128375692,2.012290637038413,0.1391772680372294
52,5.804074036232786,6.13942513390179,0.8996528051081611,1.2246444635402038
52,23.12478293541633,3.601856169075162,1.938603278743001,0.18767292159277213
52,17.983509860005697,3.172118377790733,0.9396240176142476,0.16762538002689573
52,2.000000000006708,4.104514141260796,0.32663505364307216,1.3260798795243744
52,27.698839354049003,3.6312191370856883,1.7010763921298253,0.08479494552799062
53,12.601083024717338,4.246455715041627,0.6051256116378403,0.2861372943677451
53,336.63453388069564,2.360184321940281,14.663032008525292,0.025936178045134865
53,51.27288495238943,7.486661397234551,6.00325872439886,0.14189461127457978
53,8.136911191847487,2.2663581639876287,3.087736623626876,0.03455354509846495
